,artist,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms
5,Natti Natasha,Criminal,6Za3190Sbw39BBC77WSS1C,0.814,0.813,2,-3.023,0,0.0561,9.33e-05,0.255,0.839,79.997,232550
6,Kendrick Lamar,HUMBLE.,7ujx3NYtwO2LkmKGz59mXp,0.906,0.625,1,-6.779,0,0.0903,3.23e-05,0.0975,0.423,150.018,177000
7,Miguel,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,0.674,0.506,6,-10.532,1,0.0434,0,0.0866,0.183,145.965,259333
8,Migos,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,0.927,0.665,11,-5.313,1,0.244,0,0.123,0.175,127.076,343150
9,A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11,-5.482,1,0.275,0,0.087,0.52,170.142,173600
10,Imagine Dragons,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0,0.117,0.556,134.945,201240
11,Snakehips,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,0.657,0.703,1,-3.402,1,0.0753,0,0.256,0.338,122.381,214693
12,The Vamps,All Night,0dXNQ8dckG4eYfEtq9zcva,0.538,0.804,8,-5.194,1,0.0358,0,0.33,0.507,144.992,197640
13,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0101,0.104,0.733,97.985,233902
14,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0,0.167,0.811,80.924,288600
15,Jax Jones,You Don't Know Me - Radio Edit,00lNx0OcTJrS3MKHcB80HY,0.876,0.669,11,-6.054,0,0.138,0,0.185,0.682,124.007,213947
16,Martin Jensen,Solo Dance,6HUnnBwYZqcED1eQztxMBN,0.744,0.836,6,-2.396,0,0.0507,0,0.194,0.36,114.965,174933
17,Jonas Blue,Mama,0NiXXAI876aGImAd6rTj8w,0.739,0.792,11,-4.256,0,0.0418,0,0.0516,0.547,104.016,181615
18,Ed Sheeran,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,1.14e-05,0.14,0.471,135.007,261154
19,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0,0.187,0.782,98.064,216409
20,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),1OAh8uOEOvTDqkKFsKksCi,0.671,0.672,0,-3.094,0,0.0688,0,0.118,0.632,97.979,204173
21,Drake,Passionfruit,7hDc8b7IXETo14hHIHdnhd,0.809,0.463,11,-11.377,1,0.0396,0.085,0.109,0.364,111.98,298941
22,Shawn Mendes,There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,0.857,0.8,2,-4.035,1,0.0583,0,0.0913,0.966,121.996,199440
23,Liam Payne,Strip That Down,6EpRaXYhGOB3fj4V2uDkMJ,0.869,0.485,6,-5.595,1,0.0545,0,0.0765,0.527,106.028,204502
24,Kygo,It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0,0.0864,0.515,99.968,220781
25,Ed Sheeran,Galway Girl,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0,0.327,0.781,99.943,170827
26,The Chainsmokers,Paris,72jbDTw1piOOj770jWNeaG,0.653,0.658,2,-6.428,1,0.0304,1.66e-06,0.0939,0.219,99.99,221507
27,Charlie Puth,Attention,4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.432,0,0.0432,3.12e-05,0.0848,0.777,100.041,211475
28,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0,0.0943,0.872,101.018,223413
29,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0,0.18,0.742,101.965,251088
30,Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0219,0.165,0.281,150.062,204600
31,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0,0.106,0.168,95.05,263400
32,Rag'n'Bone Man,Human,58zsLZPvfflaiIbNWoA22O,0.602,0.707,11,-4.097,1,0.302,0,0.165,0.554,75.09,200187
33,Martin Garrix,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0,0.261,0.195,137.972,220883
34,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0,0.109,0.401,155.096,182707
35,Julia Michaels,Issues,6D0b04NJIKfEMg040WioJQ,0.706,0.427,8,-6.864,1,0.0879,0,0.0609,0.42,113.804,176320
36,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,1.3e-05,0.325,0.0862,117.973,245200
37,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,-4.183,1,0.0363,0,0.253,0.492,123.146,220293
38,James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0,0.0902,0.494,85.043,211467
39,Rita Ora,Your Song,4c2W3VKsOFoIg2SFaO6DY5,0.855,0.624,1,-4.093,1,0.0488,0,0.0513,0.962,117.959,180757
40,Ed Sheeran,Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0,0.135,0.236,89.792,207520
41,Camila Cabello,Havana,0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,7,-4.323,0,0.0312,3.8e-05,0.104,0.418,104.992,216897
42,David Guetta,2U (feat. Justin Bieber),3A7qX2QjDlPnazUsRk5y0M,0.548,0.65,8,-5.827,0,0.0591,0,0.225,0.557,144.937,194897
43,Sigala,Came Here for Love,3kGfazcbVvVkuZunzlLgTD,0.708,0.868,6,-3.287,1,0.0431,0,0.122,0.72,124.994,202999
44,Post Malone,rockstar,7wGoVu4Dady5GV0Sv4UIsx,0.577,0.522,5,-6.594,0,0.0984,9.03e-05,0.142,0.119,159.772,218320
45,KYLE,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0,0.229,0.672,75.016,253107
46,Khalid,Location,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.000162,0.0898,0.326,80.126,219080
47,Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0,0.149,0.43,130.049,243837
48,Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,0.78,0.575,1,-5.628,0,0.139,0,0.129,0.273,81.502,222360
49,Childish Gambino,Redbone,3kxfsdsCpFgN412fpnW85Y,0.745,0.356,1,-10.425,1,0.0941,0.00943,0.123,0.607,160.033,326933
50,Imagine Dragons,Believer,0CcQNd8CINkwQfe1RDtGV6,0.779,0.787,10,-4.305,0,0.108,0,0.14,0.708,124.982,204347
51,21 Savage,Bank Account,2fQrGHiQOvpL9UgPvtYy6G,0.884,0.346,8,-8.228,0,0.351,7.04e-06,0.0871,0.376,75.016,220307
52,Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0,0.153,0.779,126.058,213400
53,Migos,T-Shirt,7KOlJ92bu51cltsD9KU5I7,0.865,0.687,10,-3.744,0,0.217,0,0.158,0.486,139.023,242407
54,Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,1,-6.351,1,0.0421,1.66e-05,0.165,0.394,136.949,202547
55,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0,0.111,0.661,95.01,244960
56,Rae Sremmurd,Swang,6mapJIPnQ23RTAevUoE0DL,0.681,0.314,8,-9.319,1,0.0581,9.82e-06,0.1,0.166,139.992,208120
57,Travis Scott,BUTTERFLY EFFECT,1yxgsra98r3qAtxqiGZPiX,0.763,0.598,11,-6.865,1,0.0539,0,0.112,0.182,140.987,190678
58,Aminé,Caroline,5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,5,-10.179,0,0.505,0,0.262,0.707,120.04,209640
59,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,11,-7.323,0,0.286,0,0.35,0.443,162.991,181812
60,Migos,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,0.92,0.674,1,-5.662,0,0.264,0,0.104,0.741,141.967,304041
61,Cardi B,Bodak Yellow,2771LMNxwf62FTAdpJMQfM,0.929,0.723,11,-5.792,0,0.109,0,0.346,0.458,125.022,223962
62,DRAM,Broccoli (feat. Lil Yachty),7yyRTcZmCiyzzJlNzGC9Ol,0.886,0.525,8,-7.39,1,0.131,0,0.057,0.708,145.99,225205
63,Imagine Dragons,Thunder,0tKcYR2II1VCQWT79i5NrW,0.6,0.81,0,-4.749,1,0.0479,0.21,0.155,0.298,167.88,187147
64,Demi Lovato,Sorry Not Sorry,3m660poUr1chesgkkjQM7P,0.704,0.633,11,-6.923,0,0.241,0,0.29,0.863,144.021,203760
65,Halsey,Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,1.11e-06,0.131,0.447,110.03,214802
66,Rae Sremmurd,Black Beatles,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0,-6.163,1,0.0649,0,0.128,0.355,145.926,291893
67,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0,0.196,0.291,143.95,223347
68,Drake,One Dance,1xznGGDReH1oQq0xzbwXa3,0.791,0.619,1,-5.886,1,0.0532,0.00423,0.351,0.371,103.989,173987
69,Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253
70,Kendrick Lamar,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,0.748,0.705,4,-4.547,0,0.485,0,0.246,0.483,189.891,208733
71,Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0,0.153,0.632,106.97,225983
72,Ayo & Teo,Rolex,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0,0.266,0.789,144.946,238587
73,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,0.795,0.594,0,-6.2,1,0.0747,0,0.162,0.409,135.002,275080
74,2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,0.822,0.502,7,-7.38,1,0.148,0.000887,0.114,0.525,73.003,210200
75,Alessia Cara,"How Far I'll Go - From ""Moana""",5hYTyyh2odQKphUbMqc5gN,0.314,0.555,9,-9.601,1,0.37,0.000108,0.067,0.159,179.666,175517
76,Russ,Losin Control,4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.000154,0.102,0.209,96.992,237507
77,blackbear,do re mi,3Q3myFA7q4Op95DOpHplaY,0.745,0.593,8,-6.35,1,0.0526,5.25e-06,0.123,0.17,111.002,212027
78,AJR,Weak,3E2Zh20GDCR9B1EYjfXWyv,0.673,0.637,5,-4.518,1,0.0429,0,0.184,0.678,123.98,201160
79,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,4.96e-06,0.17,0.286,141.971,180823
80,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.00099,0.0906,0.23,108.034,177184
81,Rihanna,Love On The Brain,2aksifNn5ph8igDOkPBA02,0.509,0.637,4,-4.83,0,0.0471,1.08e-05,0.0789,0.378,172.006,224000
82,Taylor Swift,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,2,-6.509,1,0.136,0,0.197,0.417,160.015,208187
83,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,10,-4.078,0,0.341,0,0.107,0.747,82.695,187973
84,Zay Hilfigerrr,Juju on That Beat (TZ Anthem),1lItf5ZXJc1by9SbPeljFd,0.807,0.887,1,-3.892,1,0.275,0,0.391,0.78,160.517,144244
85,Yo Gotti,Rake It Up (feat. Nicki Minaj),4knL4iPxPOZjQzTUlELGSY,0.91,0.444,1,-8.126,0,0.344,0,0.137,0.53,149.953,276333
86,Ariana Grande,Side To Side,1pKeFVVUOPjFsOABub0OaV,0.65,0.736,6,-5.84,0,0.229,0,0.235,0.613,159.173,226160
87,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),5o3GnrcFtvkdf3zFznuSbA,0.783,0.61,7,-6.124,1,0.0696,0,0.0983,0.418,100.047,214265
88,Alessia Cara,Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq,0.319,0.739,0,-5.74,1,0.272,0,0.111,0.449,194.169,230227
89,Stefflon Don,Hurtin' Me,76IkF7pA7RscjDTvOFT4vb,0.535,0.794,0,-4.933,1,0.161,1.52e-05,0.144,0.799,203.712,212815
90,Big Shaq,Man's Not Hot,6X5OFBbrsHRsyO1zP7udgr,0.905,0.884,0,-4.076,1,0.236,8.31e-05,0.107,0.588,135.048,186027
91,Taylor Swift,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,0.766,0.709,9,-6.471,0,0.123,1.41e-05,0.126,0.506,128.07,211853
92,Lorde,Green Light,6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,8.55e-06,0.0879,0.253,128.942,234653
93,Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,2.64e-05,0.0813,0.343,139.934,231907
94,ZAYN,Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,1.27e-06,0.106,0.0967,180.043,239000
95,Cheat Codes,No Promises (feat. Demi Lovato),1louJpMmzEicAn7lzDalPW,0.741,0.667,10,-5.445,1,0.134,0,0.106,0.595,112.956,223504
96,Sean Paul,No Lie,48QmG1dfvMuYLxMPt7KSRA,0.742,0.882,7,-2.862,1,0.117,0,0.206,0.463,102.04,221176
97,The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0,0.0679,0.585,92.987,269187
98,Zara Larsson,I Would Like,4Q4jmPHwu0wrJvqrld0FQ6,0.486,0.713,2,-3.949,0,0.0524,0,0.0839,0.297,121.028,226720
99,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0,0.109,0.222,119.972,340707
0,Pharrell Williams,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0,0.0908,0.962,160.019,232720
1,Katy Perry,Dark Horse,4jbmgIyjGoXjY01XxatOx6,0.647,0.585,6,-6.123,1,0.0512,0,0.165,0.353,131.934,215672
2,Klingande,Jubel - Radio Edit,0D2VYiRlBv43asKUgieZaM,0.686,0.524,0,-7.251,1,0.0343,0.0569,0.14,0.0951,124.938,201627
3,Iggy Azalea,Fancy,3W3KtDwAIg3mAruSpnfG3Q,0.912,0.716,10,-4.141,0,0.0697,0,0.0491,0.377,94.981,199938
4,Peking Duk,High (feat. Nicole Millar),40PYeQjt149YOfq6H20vmd,0.525,0.803,0,-4.052,0,0.0492,0.000868,0.29,0.383,100.094,228000
5,Sam Smith,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,6.39e-05,0.11,0.184,84.094,172724
6,MAGIC!,Rude,6RtPijgfPKROxEzTHNRiDp,0.774,0.756,1,-4.995,1,0.0389,0,0.305,0.931,144.032,224840
7,OneRepublic,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0.0589,0,0.0973,0.738,120.022,224227
8,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0,0.132,0.331,119.93,269560
9,Tiësto,Red Lights,3bT5PDBhVj4ifU11zQvGP2,0.653,0.829,10,-4.783,1,0.0377,1.5e-06,0.225,0.545,124.989,263890
10,Meghan Trainor,All About That Bass,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,2.87e-06,0.124,0.961,134.052,187920
11,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),6p5abLu89ZSSpRQnbK9Wqs,0.733,0.676,10,-5.655,0,0.0432,0,0.208,0.701,97.448,226581
12,O.T. Genasis,CoCo,2JI71GHwq2LN8mtq3iCLYo,0.886,0.628,8,-5.949,1,0.131,1.15e-05,0.31,0.178,119.906,239574
13,DJ Snake,You Know You Like It,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,2.46e-06,0.306,0.247,196.093,247267
14,Chris Brown,New Flame (feat. Usher & Rick Ross),3fBbfrWZUuWWrMQXFISr7N,0.702,0.629,1,-4.292,1,0.041,0,0.0963,0.446,141.967,244227
15,Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0,0.132,0.337,84.878,190185
16,Becky G,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167
17,Tinashe,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0.107,0,0.111,0.431,101.013,227000
18,Avicii,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,0.545,0.78,7,-4.867,0,0.0436,4.64e-05,0.0828,0.458,125.014,255093
19,Echosmith,Cool Kids,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,8.21e-06,0.12,0.786,130.027,237627
20,Trey Songz,Na Na,5LIleJbUUgtvYnBW9wfY1W,0.67,0.476,9,-6.253,0,0.0406,0,0.104,0.235,96.975,231907
21,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0,0.157,0.756,102.071,175427
22,Paramore,Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0.0921,4.41e-05,0.021,0.673,104.031,296520
23,Justin Timberlake,Not a Bad Thing,3nB82yGjtbQFSU0JLAwLRH,0.308,0.563,0,-9.169,1,0.0719,4.58e-06,0.134,0.109,85.901,688453
24,Kid Ink,Show Me (feat. Chris Brown),4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0494,0,0.141,0.665,98.098,217800
25,Ellie Goulding,Burn,2GgxS8bUT5G25QJTsfSv0R,0.559,0.777,1,-5.031,1,0.0432,0,0.105,0.329,87.016,231212
26,Enrique Iglesias,Bailando - Spanish Version,5M830cD7MNeiiwIGHzH9TV,0.718,0.792,7,-3.519,1,0.105,3.65e-06,0.0399,0.96,90.949,243387
27,Nicki Minaj,Anaconda,5eqiMMbaeUZ32Q7sS00H35,0.964,0.605,9,-6.223,1,0.179,7.78e-06,0.214,0.646,129.994,260240
28,American Authors,Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.000262,0.0558,0.538,100.012,194240
29,Disclosure,Latch,51ODNNDZm21HU7wI7cccRr,0.503,0.727,1,-5.456,1,0.167,9.45e-05,0.0895,0.521,121.985,255632
30,One Direction,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0,0.119,0.286,121.07,245493
31,Lorde,Team,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0,0.305,0.416,99.961,193059
32,DJ Snake,Turn Down for What,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.128,0.057,0.0815,100.014,213733
33,Jason Derulo,Talk Dirty (feat. 2 Chainz),31JwK4iHCf75rnQWoMPU5t,0.76,0.652,6,-7.321,1,0.232,0,0.307,0.759,100.315,177685
34,ZHU,Faded,27ImR3LOSWgzqrABxD92uq,0.861,0.475,9,-7.195,0,0.0487,0.119,0.122,0.599,124.96,223387
35,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,4bT2zLVv2T4GiK9q9KtI0v,0.596,0.738,8,-3.109,1,0.0411,0,0.0947,0.461,127.961,217347
36,Imagine Dragons,Demons,5qaEfEh1AtSdrdrByCP7qR,0.505,0.71,3,-3.015,1,0.0321,0.00025,0.269,0.428,89.938,177507
37,Calvin Harris,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0,0.322,0.418,128.035,227267
38,Rixton,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,-4.261,0,0.0345,0,0.132,0.551,174.084,193733
39,Jeremih,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,2,-5.225,1,0.0997,0,0.11,0.386,98.052,266840
40,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",3B7udSGy2PfgoCniMSb523,0.581,0.0549,10,-20.514,0,0.0397,0,0.0718,0.234,152.037,300840
41,Taylor Swift,Blank Space,1u8c2t2Cy7UBoG4ArRcF5g,0.76,0.703,5,-5.412,1,0.054,0,0.0913,0.57,95.997,231827
42,Coldplay,Magic,23khhseCLQqVMCIT1WMAns,0.738,0.483,6,-8.915,0,0.0403,0.616,0.106,0.355,93.458,285014
43,David Guetta,Lovers on the Sun (feat. Sam Martin),5wQeCrJTJxGZnILnyCBHjI,0.645,0.891,6,-2.505,0,0.0387,3.88e-06,0.379,0.568,124.915,203520
44,Gorgon City,Ready For Your Love,1y7agAufBsudgRXuq6Ekqb,0.677,0.753,5,-7.038,1,0.154,0.0128,0.333,0.471,121.939,198881
45,Beyoncé,Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5,-6.902,0,0.0468,0.00104,0.181,0.401,140.03,323480
46,Tove Lo,Habits (Stay High),18AJRdgUoO9EYn11N7xzaT,0.733,0.65,5,-3.539,1,0.0315,6.59e-05,0.0829,0.348,110.003,209160
47,Jason Derulo,Trumpets,1QdpGjYp035BXJB7qPAzl9,0.627,0.703,0,-4.884,1,0.236,0,0.0962,0.64,81.897,217307
48,The Script,Superheroes,37sINbJZcFdHFAsVNsPq1i,0.491,0.885,3,-4.121,1,0.0395,0,0.0741,0.641,166.992,245467
49,Aloe Blacc,The Man,4e6ZN0EcEqYx74BTC5xQzy,0.533,0.755,11,-7.25,0,0.0419,0,0.233,0.472,86.034,255907
50,5 Seconds of Summer,She Looks So Perfect,1CQ2cMfrmFM1YdfmjENKVE,0.494,0.951,9,-4.237,1,0.132,0,0.327,0.441,160.025,202496
51,Iggy Azalea,Black Widow,71vsEyBd4X1D5BUmLdFSVH,0.743,0.72,11,-3.753,1,0.124,0.000386,0.109,0.519,163.99,209423
52,One Direction,Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,-5.948,0,0.0347,0,0.114,0.545,77.217,228133
53,Vance Joy,Riptide,7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0,0.151,0.51,101.654,204280
54,Jason Derulo,Wiggle (feat. Snoop Dogg),4B4zDmbHdkXZ1wUJv1yKFy,0.697,0.621,9,-6.886,0,0.25,0,0.162,0.721,81.946,193296
55,Chris Brown,Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0.049,1.37e-06,0.188,0.616,99.059,264947
56,Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,0.551,0.636,6,-7.125,1,0.0281,0.00203,0.217,0.153,124.996,268467
57,Rita Ora,I Will Never Let You Down,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4,-3.215,1,0.0296,0,0.128,0.794,128.011,203467
58,Oliver Heldens,Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,0.609,0.885,0,-5.469,1,0.0642,1.15e-05,0.336,0.76,124.959,165441
59,Calvin Harris,Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.00574,0.343,0.348,128.024,212960
60,Ed Sheeran,Don't,1huvTbEYtgltjQRXzrNKGi,0.806,0.608,1,-7.008,1,0.0659,0,0.635,0.849,95.049,219840
61,Duke Dumont,I Got U,023H4I7HJnxRqsc9cqeFKV,0.636,0.761,9,-7.752,0,0.035,0.00784,0.0851,0.463,120.837,285596
62,Ariana Grande,Problem,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,8.83e-06,0.159,0.625,103.008,193920
63,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,0uVyZywUNOp6S0dU5r8TS8,0.76,0.886,9,-5.356,0,0.0258,7.43e-06,0.623,0.78,123.002,189399
64,Nico & Vinz,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,1.58e-06,0.55,0.779,119.968,245867
65,Sam Smith,Money On My Mind,5XX9oGZfgKMXdHnEp4t2JB,0.688,0.841,2,-5.217,1,0.179,0.000295,0.229,0.743,133.912,192670
66,Sigma,Nobody To Love - Radio Edit,2jsmSLoX8y0h6k4YzDCFH1,0.441,0.921,8,-3.32,1,0.0436,6.34e-06,0.177,0.182,175.001,189720
67,Route 94,My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8,-7.573,1,0.0492,0.72,0.0658,0.726,119.976,259934
68,Kiesza,Hideaway,51tUT1gHE30GQPhn1agudM,0.838,0.72,7,-4.135,0,0.0483,0.00696,0.0772,0.203,122.993,251987
69,Taylor Swift,Shake It Off,0cqRj7pUJDkTCEsJkx8snD,0.647,0.8,7,-5.384,1,0.165,0,0.334,0.942,160.078,219200
70,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.85,1,0.0305,0,0.12,0.371,136.961,223840
71,Ed Sheeran,Sing,6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,-4.451,0,0.0472,1.22e-06,0.0601,0.939,119.988,235382
72,Pitbull,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0,0.139,0.788,129.992,204160
73,Ella Henderson,Ghost,4XPWKmy05Rcff6TLHNoNF8,0.68,0.84,9,-3.823,1,0.0415,8.38e-06,0.143,0.468,104.985,213213
74,Mr. Probz,Waves - Robin Schulz Radio Edit,5Sf3GyLEAzJXxZ5mbCPXTu,0.829,0.51,5,-9.334,0,0.0369,0.0014,0.0829,0.45,119.993,208133
